episode,timestep,reward
429,430000,424.5
431,432000,424.5
433,434000,429.5
435,436000,430.0
437,438000,435.0
439,440000,431.5
441,442000,431.5
443,444000,433.0
445,446000,427.0
447,448000,430.5
449,450000,429.5
451,452000,428.5
453,454000,426.0
455,456000,429.0
457,458000,432.0
459,460000,433.0
461,462000,430.0
463,464000,436.5
465,466000,433.5
467,468000,431.0
469,470000,439.0
471,472000,445.0
473,474000,435.0
475,476000,431.5
477,478000,440.0
479,480000,437.5
481,482000,436.0
483,484000,435.0
485,486000,435.0
487,488000,438.0
489,490000,435.0
491,492000,444.0
493,494000,440.0
495,496000,444.5
497,498000,438.0
499,500000,437.0
501,502000,443.5
503,504000,443.0
505,506000,442.5
507,508000,440.0
509,510000,441.5
511,512000,442.0
513,514000,437.5
515,516000,440.0
517,518000,437.0
519,520000,441.0
521,522000,441.5
523,524000,443.0
525,526000,446.0
527,528000,444.0
529,530000,444.0
531,532000,440.5
533,534000,443.5
535,536000,447.0
537,538000,444.0
539,540000,443.5
541,542000,437.5
543,544000,443.0
545,546000,447.0
547,548000,445.0
549,550000,451.5
551,552000,443.5
553,554000,446.5
555,556000,444.5
557,558000,450.5
559,560000,444.0
561,562000,446.5
563,564000,443.0
565,566000,449.0
567,568000,442.0
569,570000,440.0
571,572000,445.5
573,574000,440.5
575,576000,441.0
577,578000,444.0
579,580000,441.0
581,582000,444.0
583,584000,445.5
585,586000,446.0
587,588000,444.5
589,590000,448.0
591,592000,450.5
593,594000,448.5
595,596000,441.0
597,598000,444.0
599,600000,445.5
601,602000,445.0
603,604000,448.0
605,606000,446.0
607,608000,444.5
609,610000,444.0
611,612000,441.0
613,614000,447.0
615,616000,445.5
617,618000,442.5
619,620000,444.0
621,622000,443.0
623,624000,442.5
625,626000,441.0
627,628000,437.0
629,630000,447.5
631,632000,439.5
633,634000,447.5
635,636000,440.5
637,638000,443.5
639,640000,439.5
641,642000,447.0
643,644000,444.0
645,646000,443.0
647,648000,443.0
649,650000,440.0
651,652000,442.0
653,654000,442.5
655,656000,437.5
657,658000,439.0
659,660000,442.5
661,662000,444.0
663,664000,440.5
665,666000,441.0
667,668000,441.0
669,670000,443.0
671,672000,441.0
673,674000,435.5
675,676000,443.5
677,678000,446.0
679,680000,445.5
681,682000,438.0
683,684000,446.5
685,686000,442.5
687,688000,446.0
689,690000,445.0
691,692000,441.0
693,694000,449.0
695,696000,445.5
697,698000,443.0
699,700000,448.0
701,702000,447.0
703,704000,441.5
705,706000,447.0
707,708000,443.5
709,710000,445.5
711,712000,444.5
713,714000,445.0
715,716000,444.5
717,718000,443.5
719,720000,448.5
721,722000,447.0
723,724000,445.0
725,726000,447.0
727,728000,449.0
729,730000,446.5
731,732000,443.0
733,734000,456.5
735,736000,449.0
737,738000,450.5
739,740000,450.5
741,742000,446.5
743,744000,449.5
745,746000,440.5
747,748000,443.0
749,750000,450.0
751,752000,450.5
753,754000,455.0
755,756000,454.0
757,758000,453.0
759,760000,454.5
761,762000,450.0
763,764000,457.0
765,766000,452.5
767,768000,452.0
769,770000,455.5
771,772000,453.0
773,774000,456.5
775,776000,446.0
777,778000,450.0
779,780000,456.0
781,782000,457.0
783,784000,455.5
785,786000,452.0
787,788000,454.0
789,790000,455.0
791,792000,454.5
793,794000,449.0
795,796000,448.5
797,798000,449.0
799,800000,454.5
801,802000,455.5
803,804000,451.5
805,806000,449.5
807,808000,452.5
809,810000,455.0
811,812000,451.5
813,814000,458.5
815,816000,453.5
817,818000,454.0
819,820000,451.0
821,822000,448.0
823,824000,451.5
825,826000,452.5
827,828000,452.0
829,830000,451.0
831,832000,450.0
833,834000,450.5
835,836000,454.0
837,838000,449.0
839,840000,452.0
841,842000,451.0
843,844000,449.5
845,846000,452.0
847,848000,450.0
849,850000,450.0
851,852000,452.5
853,854000,453.0
855,856000,448.0
857,858000,450.0
859,860000,451.5
861,862000,450.0
863,864000,447.0
865,866000,451.5
867,868000,445.0
869,870000,450.5
871,872000,445.0
873,874000,449.0
875,876000,454.0
877,878000,453.0
879,880000,450.0
881,882000,447.5
883,884000,450.0
885,886000,455.0
887,888000,445.0
889,890000,453.0
891,892000,452.0
893,894000,450.5
895,896000,446.0
897,898000,447.0
899,900000,446.0
901,902000,443.0
903,904000,445.5
905,906000,441.0
907,908000,447.0
909,910000,443.0
911,912000,445.0
913,914000,442.5
915,916000,443.5
917,918000,448.5
919,920000,452.0
921,922000,450.0
923,924000,448.0
925,926000,448.0
927,928000,446.5
929,930000,448.5
931,932000,446.5
933,934000,453.0
935,936000,453.0
937,938000,445.0
939,940000,449.0
941,942000,452.0
943,944000,454.5
945,946000,448.5
947,948000,453.5
949,950000,452.0
951,952000,453.5
953,954000,445.0
955,956000,450.0
957,958000,449.5
959,960000,453.0
961,962000,451.5
963,964000,456.5
965,966000,456.5
967,968000,449.0
969,970000,453.0
971,972000,453.0
973,974000,458.5
975,976000,453.0
977,978000,458.0
979,980000,453.0
981,982000,458.0
983,984000,457.0
985,986000,455.5
987,988000,455.0
989,990000,457.0
991,992000,455.0
993,994000,452.5
995,996000,455.5
997,998000,453.5
999,1000000,454.5
1001,1002000,459.5
1003,1004000,457.5
1005,1006000,456.5
1007,1008000,458.0
1009,1010000,458.0
1011,1012000,458.0
1013,1014000,460.0
1015,1016000,460.0
1017,1018000,459.5
1019,1020000,459.5
1021,1022000,456.0
1023,1024000,458.0
1025,1026000,457.5
1027,1028000,455.5
1029,1030000,458.0
1031,1032000,455.0
1033,1034000,456.0
1035,1036000,459.5
1037,1038000,459.0
1039,1040000,457.5
1041,1042000,460.5
1043,1044000,461.0
1045,1046000,458.0
1047,1048000,457.5
1049,1050000,459.5
1051,1052000,460.0
1053,1054000,457.5
1055,1056000,459.0
1057,1058000,458.0
1059,1060000,460.0
1061,1062000,457.5
1063,1064000,459.0
1065,1066000,456.5
1067,1068000,457.0
1069,1070000,457.0
1071,1072000,459.0
1073,1074000,460.0
1075,1076000,461.5
1077,1078000,462.5
1079,1080000,458.5
1081,1082000,462.0
1083,1084000,464.0
1085,1086000,461.5
1087,1088000,458.0
1089,1090000,459.0
1091,1092000,459.5
1093,1094000,462.0
1095,1096000,461.0
1097,1098000,462.0
1099,1100000,460.0
1101,1102000,461.5
1103,1104000,459.0
1105,1106000,460.5
1107,1108000,461.0
1109,1110000,462.0
1111,1112000,461.0
1113,1114000,462.5
1115,1116000,461.0
1117,1118000,461.0
1119,1120000,460.0
1121,1122000,464.5
1123,1124000,461.5
1125,1126000,461.0
1127,1128000,462.5
1129,1130000,461.0
1131,1132000,462.5
1133,1134000,463.5
1135,1136000,460.5
1137,1138000,464.0
1139,1140000,462.5
1141,1142000,462.0
1143,1144000,457.5
1145,1146000,460.0
1147,1148000,458.5
1149,1150000,456.0
1151,1152000,445.5
1153,1154000,452.5
1155,1156000,458.0
1157,1158000,460.0
1159,1160000,457.5
1161,1162000,460.5
1163,1164000,457.5
1165,1166000,460.5
1167,1168000,464.0
1169,1170000,458.5
1171,1172000,461.0
1173,1174000,456.0
1175,1176000,461.0
1177,1178000,458.5
1179,1180000,459.5
1181,1182000,458.5
1183,1184000,455.5
1185,1186000,458.0
1187,1188000,463.0
1189,1190000,460.0
1191,1192000,460.0
1193,1194000,460.5
1195,1196000,457.0
1197,1198000,462.5
1199,1200000,462.0
1201,1202000,459.5
1203,1204000,461.0
1205,1206000,460.5
1207,1208000,459.0
1209,1210000,461.5
1211,1212000,462.0
1213,1214000,458.5
1215,1216000,461.5
1217,1218000,461.0
1219,1220000,460.5
1221,1222000,459.5
1223,1224000,460.5
1225,1226000,456.5
1227,1228000,460.0
1229,1230000,462.0
1231,1232000,462.0
1233,1234000,460.5
1235,1236000,461.5
1237,1238000,459.5
1239,1240000,462.0
1241,1242000,460.5
1243,1244000,461.5
1245,1246000,461.0
1247,1248000,463.0
1249,1250000,462.0
1251,1252000,460.5
1253,1254000,465.0
1255,1256000,462.5
1257,1258000,461.0
1259,1260000,463.5
1261,1262000,464.0
1263,1264000,465.5
1265,1266000,465.5
1267,1268000,463.5
1269,1270000,464.0
1271,1272000,465.5
1273,1274000,466.0
1275,1276000,466.0
1277,1278000,466.5
1279,1280000,464.5
1281,1282000,465.0
1283,1284000,464.5
1285,1286000,461.5
1287,1288000,463.0
1289,1290000,464.0
1291,1292000,466.0
1293,1294000,464.0
1295,1296000,463.5
1297,1298000,465.5
1299,1300000,462.5
1301,1302000,464.0
1303,1304000,463.0
1305,1306000,465.0
1307,1308000,464.5
1309,1310000,461.5
1311,1312000,462.5
1313,1314000,458.0
1315,1316000,462.5
1317,1318000,455.0
1319,1320000,451.5
1321,1322000,455.5
1323,1324000,450.5
1325,1326000,452.0
1327,1328000,448.5
1329,1330000,452.0
1331,1332000,454.0
1333,1334000,452.0
1335,1336000,453.5
1337,1338000,451.0
1339,1340000,457.5
1341,1342000,456.0
1343,1344000,453.0
1345,1346000,454.0
1347,1348000,452.0
1349,1350000,456.0
1351,1352000,456.0
1353,1354000,453.5
1355,1356000,453.5
1357,1358000,456.5
1359,1360000,453.5
1361,1362000,453.0
1363,1364000,451.0
1365,1366000,455.0
1367,1368000,456.5
1369,1370000,456.5
1371,1372000,456.5
1373,1374000,456.0
1375,1376000,455.5
1377,1378000,456.5
1379,1380000,453.5
1381,1382000,460.0
1383,1384000,453.5
1385,1386000,457.5
1387,1388000,455.5
1389,1390000,457.0
1391,1392000,459.0
1393,1394000,458.0
1395,1396000,460.0
1397,1398000,461.5
1399,1400000,460.0
1401,1402000,459.5
1403,1404000,460.0
1405,1406000,453.5
1407,1408000,461.0
1409,1410000,461.0
1411,1412000,460.0
1413,1414000,458.5
1415,1416000,459.0
1417,1418000,462.0
1419,1420000,462.0
1421,1422000,463.0
1423,1424000,460.0
1425,1426000,464.5
1427,1428000,462.0
1429,1430000,463.5
1431,1432000,463.5
1433,1434000,464.5
1435,1436000,466.0
1437,1438000,461.5
1439,1440000,463.0
1441,1442000,464.5
1443,1444000,464.5
1445,1446000,463.0
1447,1448000,464.0
1449,1450000,464.0
1451,1452000,462.5
1453,1454000,461.5
1455,1456000,461.5
1457,1458000,462.5
1459,1460000,462.5
1461,1462000,461.5
1463,1464000,461.0
1465,1466000,464.0
1467,1468000,462.5
1469,1470000,461.0
1471,1472000,458.0
1473,1474000,457.5
1475,1476000,461.5
1477,1478000,462.0
1479,1480000,461.5
1481,1482000,461.0
1483,1484000,457.5
1485,1486000,459.0
1487,1488000,457.5
1489,1490000,462.5
1491,1492000,459.0
1493,1494000,462.0
1495,1496000,461.0
1497,1498000,459.5
1499,1500000,461.5
1501,1502000,462.5
1503,1504000,464.5
1505,1506000,464.0
1507,1508000,465.0
1509,1510000,463.5
1511,1512000,464.0
1513,1514000,466.0
1515,1516000,464.5
1517,1518000,465.5
1519,1520000,466.0
1521,1522000,463.0
1523,1524000,463.5
1525,1526000,464.5
1527,1528000,462.5
1529,1530000,464.0
1531,1532000,463.5
1533,1534000,466.0
1535,1536000,466.5
1537,1538000,467.0
1539,1540000,464.0
1541,1542000,463.0
1543,1544000,464.5
1545,1546000,462.5
1547,1548000,461.5
1549,1550000,463.5
1551,1552000,463.5
1553,1554000,464.5
1555,1556000,463.5
1557,1558000,462.5
1559,1560000,462.0
1561,1562000,461.0
1563,1564000,461.5
1565,1566000,462.5
1567,1568000,462.0
1569,1570000,463.5
1571,1572000,462.0
1573,1574000,462.0
1575,1576000,463.0
1577,1578000,462.5
1579,1580000,463.5
1581,1582000,462.5
1583,1584000,461.5
1585,1586000,462.0
1587,1588000,464.0
1589,1590000,464.5
1591,1592000,462.5
1593,1594000,461.0
1595,1596000,461.0
1597,1598000,463.5
1599,1600000,461.5
1601,1602000,462.5
1603,1604000,462.5
1605,1606000,463.5
1607,1608000,466.0
1609,1610000,464.0
1611,1612000,464.0
1613,1614000,463.5
1615,1616000,464.0
1617,1618000,461.5
1619,1620000,466.0
1621,1622000,465.5
1623,1624000,465.0
1625,1626000,462.5
1627,1628000,464.5
1629,1630000,463.5
1631,1632000,463.0
1633,1634000,464.0
1635,1636000,463.5
1637,1638000,465.0
1639,1640000,461.0
1641,1642000,462.5
1643,1644000,461.5
1645,1646000,461.0
1647,1648000,462.5
1649,1650000,461.0
1651,1652000,459.5
1653,1654000,460.0
1655,1656000,462.0
1657,1658000,462.5
1659,1660000,460.5
1661,1662000,462.5
1663,1664000,463.0
1665,1666000,464.0
1667,1668000,460.0
1669,1670000,461.0
1671,1672000,462.0
1673,1674000,459.0
1675,1676000,463.5
1677,1678000,459.5
1679,1680000,463.5
1681,1682000,463.0
1683,1684000,461.5
1685,1686000,461.0
1687,1688000,459.0
1689,1690000,460.5
1691,1692000,463.0
1693,1694000,461.5
1695,1696000,464.0
1697,1698000,463.0
1699,1700000,464.5
1701,1702000,463.0
1703,1704000,463.5
1705,1706000,462.5
1707,1708000,461.0
1709,1710000,460.5
1711,1712000,456.0
1713,1714000,457.0
1715,1716000,454.0
1717,1718000,456.0
1719,1720000,460.5
1721,1722000,461.0
1723,1724000,462.0
1725,1726000,461.0
1727,1728000,460.5
1729,1730000,461.5
1731,1732000,458.5
1733,1734000,464.0
1735,1736000,462.0
1737,1738000,464.0
1739,1740000,462.5
1741,1742000,460.0
1743,1744000,462.0
1745,1746000,456.5
1747,1748000,463.5
1749,1750000,462.5
1751,1752000,462.0
1753,1754000,465.0
1755,1756000,464.5
1757,1758000,466.0
1759,1760000,466.5
1761,1762000,464.0
1763,1764000,464.5
1765,1766000,465.5
1767,1768000,464.5
1769,1770000,465.0
1771,1772000,465.0
1773,1774000,465.5
1775,1776000,465.0
1777,1778000,465.0
1779,1780000,465.5
1781,1782000,465.5
1783,1784000,465.0
1785,1786000,465.0
1787,1788000,466.0
1789,1790000,465.0
1791,1792000,465.5
1793,1794000,466.5
1795,1796000,465.5
1797,1798000,463.5
1799,1800000,465.0
1801,1802000,464.5
1803,1804000,465.0
1805,1806000,463.0
1807,1808000,465.0
1809,1810000,465.0
1811,1812000,465.0
1813,1814000,464.5
1815,1816000,464.0
1817,1818000,465.5
1819,1820000,464.5
1821,1822000,463.5
1823,1824000,465.0
1825,1826000,464.5
1827,1828000,463.5
1829,1830000,464.5
1831,1832000,464.5
1833,1834000,465.0
1835,1836000,464.5
1837,1838000,464.5
1839,1840000,463.0
1841,1842000,463.5
1843,1844000,462.5
1845,1846000,465.0
1847,1848000,465.0
1849,1850000,462.5
1851,1852000,463.5
1853,1854000,462.5
1855,1856000,461.0
1857,1858000,460.5
1859,1860000,463.5
1861,1862000,464.0
1863,1864000,461.5
1865,1866000,463.0
1867,1868000,462.0
1869,1870000,464.5
1871,1872000,464.5
1873,1874000,464.5
1875,1876000,465.0
1877,1878000,464.0
1879,1880000,464.0
1881,1882000,463.0
1883,1884000,463.0
1885,1886000,461.5
1887,1888000,463.0
1889,1890000,463.0
1891,1892000,464.0
1893,1894000,463.5
1895,1896000,463.5
1897,1898000,464.0
1899,1900000,462.0
1901,1902000,465.0
1903,1904000,467.5
1905,1906000,466.5
1907,1908000,467.5
1909,1910000,467.5
1911,1912000,466.5
1913,1914000,467.5
1915,1916000,467.5
1917,1918000,466.5
1919,1920000,467.5
1921,1922000,467.5
1923,1924000,467.5
1925,1926000,467.5
1927,1928000,467.5
1929,1930000,466.0
1931,1932000,464.5
1933,1934000,465.0
1935,1936000,464.5
1937,1938000,464.5
1939,1940000,464.5
1941,1942000,464.5
1943,1944000,465.5
1945,1946000,465.0
1947,1948000,465.0
1949,1950000,466.5
1951,1952000,465.0
1953,1954000,466.5
1955,1956000,465.0
1957,1958000,464.5
1959,1960000,465.0
1961,1962000,465.0
1963,1964000,464.5
1965,1966000,466.0
1967,1968000,466.0
1969,1970000,465.0
1971,1972000,464.5
1973,1974000,465.0
1975,1976000,466.5
1977,1978000,466.5
1979,1980000,466.0
1981,1982000,463.5
1983,1984000,466.5
1985,1986000,465.0
1987,1988000,466.5
1989,1990000,465.0
1991,1992000,465.0
1993,1994000,464.0
1995,1996000,464.5
1997,1998000,463.5
1999,2000000,463.5
2001,2002000,463.0
2003,2004000,466.5
2005,2006000,464.0
2007,2008000,467.0
2009,2010000,466.5
2011,2012000,463.5
2013,2014000,467.0
2015,2016000,467.0
2017,2018000,466.0
2019,2020000,466.0
2021,2022000,466.0
2023,2024000,467.0
2025,2026000,464.5
2027,2028000,462.0
2029,2030000,462.0
2031,2032000,465.0
2033,2034000,466.5
2035,2036000,466.0
2037,2038000,465.5
2039,2040000,465.5
2041,2042000,466.5
2043,2044000,466.5
2045,2046000,466.0
2047,2048000,466.0
2049,2050000,465.5
2051,2052000,466.5
2053,2054000,467.0
2055,2056000,466.0
2057,2058000,467.0
2059,2060000,466.5
2061,2062000,466.5
2063,2064000,467.0
2065,2066000,467.0
2067,2068000,466.0
2069,2070000,466.5
2071,2072000,466.5
2073,2074000,467.0
2075,2076000,467.5
2077,2078000,466.0
2079,2080000,466.0
2081,2082000,467.5
2083,2084000,467.0
2085,2086000,466.5
2087,2088000,466.5
2089,2090000,465.5
2091,2092000,466.5
2093,2094000,467.5
2095,2096000,466.5
2097,2098000,466.5
2099,2100000,467.0
2101,2102000,467.0
2103,2104000,466.5
2105,2106000,467.0
2107,2108000,467.0
2109,2110000,465.5
2111,2112000,467.5
2113,2114000,467.5
2115,2116000,467.5
2117,2118000,467.5
2119,2120000,467.5
2121,2122000,466.5
2123,2124000,466.5
2125,2126000,467.5
2127,2128000,467.0
2129,2130000,466.5
2131,2132000,467.5
2133,2134000,467.5
2135,2136000,467.5
2137,2138000,467.0
2139,2140000,466.5
2141,2142000,467.0
2143,2144000,467.5
2145,2146000,466.5
2147,2148000,467.5
2149,2150000,467.5
2151,2152000,466.0
2153,2154000,467.0
2155,2156000,466.5
2157,2158000,467.5
2159,2160000,467.5
2161,2162000,467.5
2163,2164000,467.0
2165,2166000,466.5
2167,2168000,467.5
2169,2170000,466.5
2171,2172000,466.5
2173,2174000,467.5
2175,2176000,466.0
2177,2178000,466.5
2179,2180000,467.0
2181,2182000,467.0
2183,2184000,467.0
2185,2186000,467.0
2187,2188000,467.0
2189,2190000,467.0
2191,2192000,467.5
2193,2194000,466.0
2195,2196000,466.5
2197,2198000,466.5
2199,2200000,466.5
2201,2202000,467.5
2203,2204000,466.5
2205,2206000,467.5
2207,2208000,467.5
2209,2210000,466.5
2211,2212000,467.0
2213,2214000,467.5
2215,2216000,467.5
2217,2218000,467.0
2219,2220000,467.0
2221,2222000,467.0
2223,2224000,467.5
2225,2226000,467.5
2227,2228000,467.5
2229,2230000,466.5
2231,2232000,466.5
2233,2234000,467.5
2235,2236000,467.0
2237,2238000,466.5
2239,2240000,467.5
2241,2242000,467.5
2243,2244000,467.5
2245,2246000,467.0
2247,2248000,467.5
2249,2250000,467.5
2251,2252000,467.5
2253,2254000,467.5
2255,2256000,467.5
2257,2258000,467.5
2259,2260000,467.5
2261,2262000,467.5
2263,2264000,467.5
2265,2266000,467.5
2267,2268000,467.5
2269,2270000,467.5
2271,2272000,467.5
2273,2274000,467.5
2275,2276000,467.0
2277,2278000,467.5
2279,2280000,466.5
2281,2282000,467.5
2283,2284000,467.5
2285,2286000,467.5
2287,2288000,467.5
2289,2290000,467.5
2291,2292000,467.5
2293,2294000,467.5
2295,2296000,467.5
2297,2298000,467.5
2299,2300000,467.5
2301,2302000,467.0
2303,2304000,467.5
2305,2306000,467.5
2307,2308000,467.5
2309,2310000,467.5
2311,2312000,467.5
2313,2314000,467.5
2315,2316000,467.5
2317,2318000,467.5
2319,2320000,467.5
2321,2322000,467.5
2323,2324000,467.5
2325,2326000,467.5
2327,2328000,467.5
2329,2330000,467.5
2331,2332000,467.5
2333,2334000,467.5
2335,2336000,467.5
2337,2338000,467.5
2339,2340000,467.5
2341,2342000,467.5
2343,2344000,467.5
2345,2346000,467.5
2347,2348000,467.5
2349,2350000,467.5
2351,2352000,467.5
2353,2354000,467.5
2355,2356000,467.5
2357,2358000,467.5
2359,2360000,467.5
2361,2362000,467.5
2363,2364000,467.5
2365,2366000,467.5
2367,2368000,467.5
2369,2370000,467.5
2371,2372000,467.5
2373,2374000,467.5
2375,2376000,467.5
2377,2378000,467.5
2379,2380000,467.5
2381,2382000,467.5
2383,2384000,467.0
2385,2386000,467.5
2387,2388000,467.5
2389,2390000,467.5
2391,2392000,467.5
2393,2394000,467.5
2395,2396000,467.5
2397,2398000,467.0
2399,2400000,467.0
2401,2402000,467.5
2403,2404000,467.0
2405,2406000,467.5
2407,2408000,467.5
2409,2410000,467.5
2411,2412000,467.5
2413,2414000,467.5
2415,2416000,467.5
2417,2418000,467.5
2419,2420000,467.0
2421,2422000,467.5
2423,2424000,467.5
2425,2426000,467.5
2427,2428000,467.5
2429,2430000,467.5
2431,2432000,467.5
2433,2434000,467.5
2435,2436000,467.5
2437,2438000,467.5
2439,2440000,467.5
2441,2442000,467.5
2443,2444000,467.5
2445,2446000,467.5
2447,2448000,467.5
2449,2450000,467.5
2451,2452000,467.5
2453,2454000,467.5
2455,2456000,467.5
2457,2458000,467.5
2459,2460000,467.5
2461,2462000,467.5
2463,2464000,467.5
2465,2466000,467.5
2467,2468000,467.5
2469,2470000,467.5
2471,2472000,467.0
2473,2474000,467.5
2475,2476000,466.5
2477,2478000,467.5
2479,2480000,467.5
2481,2482000,467.5
2483,2484000,467.0
2485,2486000,467.0
2487,2488000,467.5
2489,2490000,466.5
2491,2492000,467.5
2493,2494000,466.5
2495,2496000,467.5
2497,2498000,466.5
2499,2500000,467.5
2501,2502000,467.5
2503,2504000,467.5
2505,2506000,467.5
2507,2508000,467.5
2509,2510000,467.0
2511,2512000,467.5
2513,2514000,467.5
2515,2516000,467.5
2517,2518000,467.5
2519,2520000,467.5
2521,2522000,467.5
2523,2524000,467.5
2525,2526000,467.5
2527,2528000,467.5
2529,2530000,467.5
2531,2532000,467.0
2533,2534000,467.5
2535,2536000,467.5
2537,2538000,467.0
2539,2540000,467.5
2541,2542000,467.5
2543,2544000,466.5
2545,2546000,467.5
2547,2548000,467.0
2549,2550000,467.5
2551,2552000,467.0
2553,2554000,467.0
2555,2556000,467.0
2557,2558000,466.5
2559,2560000,466.5
2561,2562000,466.5
2563,2564000,467.5
2565,2566000,467.0
2567,2568000,467.5
2569,2570000,467.0
2571,2572000,467.0
2573,2574000,466.5
2575,2576000,466.0
2577,2578000,467.0
2579,2580000,467.5
2581,2582000,467.0
2583,2584000,467.0
2585,2586000,466.5
2587,2588000,467.5
2589,2590000,467.5
2591,2592000,467.5
2593,2594000,467.0
2595,2596000,467.5
2597,2598000,467.0
2599,2600000,467.0
2601,2602000,466.5
2603,2604000,467.0
2605,2606000,467.5
2607,2608000,467.0
2609,2610000,467.5
2611,2612000,467.5
2613,2614000,467.0
2615,2616000,467.0
2617,2618000,466.5
2619,2620000,466.5
2621,2622000,466.5
2623,2624000,467.0
2625,2626000,466.5
2627,2628000,467.0
2629,2630000,467.5
2631,2632000,467.5
2633,2634000,467.0
2635,2636000,467.5
2637,2638000,467.0
2639,2640000,467.0
2641,2642000,467.5
2643,2644000,467.5
2645,2646000,465.5
2647,2648000,465.5
2649,2650000,465.5
2651,2652000,466.0
2653,2654000,466.0
2655,2656000,466.5
2657,2658000,466.0
2659,2660000,465.5
2661,2662000,466.5
2663,2664000,467.0
2665,2666000,467.5
2667,2668000,467.5
2669,2670000,467.0
2671,2672000,467.5
2673,2674000,467.5
2675,2676000,467.5
2677,2678000,467.0
2679,2680000,465.5
2681,2682000,467.5
2683,2684000,467.0
2685,2686000,467.5
2687,2688000,466.5
2689,2690000,467.0
2691,2692000,467.5
2693,2694000,467.5
2695,2696000,467.5
2697,2698000,467.5
2699,2700000,467.5
2701,2702000,467.0
2703,2704000,467.5
2705,2706000,467.5
2707,2708000,467.5
2709,2710000,467.5
2711,2712000,467.5
2713,2714000,467.5
2715,2716000,467.5
2717,2718000,467.5
2719,2720000,467.5
2721,2722000,467.0
